px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
3.79756	0.596873	4.75318	0.00690193	0.229231	radar	10.1043	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.0694	0.595339	4.78179	0.0089163	0.219317	lidar	1.6593	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.33836	0.624484	4.8374	0.0449525	0.279081	radar	2.46988	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.54949	0.689725	4.81	0.106937	0.364839	lidar	2.49928	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.81477	0.684256	4.83507	0.0953355	0.313317	radar	2.10091	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.10833	0.690374	4.87927	0.0913215	0.284091	lidar	4.8345	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.36807	0.696564	4.92659	0.0925803	0.261165	radar	3.52656	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.65774	0.712089	4.9634	0.0958469	0.248289	lidar	3.73322	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
5.91145	0.62806	4.96184	0.0292336	0.119376	radar	2.94737	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.17388	0.712675	4.97733	0.0875184	0.20342	lidar	2.62258	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.43009	0.757698	4.98749	0.112035	0.225824	radar	0.58563	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.68898	0.766087	4.99603	0.109319	0.20547	lidar	0.339961	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
6.94459	0.748891	4.98744	0.0910245	0.165781	radar	3.10447	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.18343	0.823029	4.9838	0.130212	0.209014	lidar	0.682647	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.47776	0.835308	5.03509	0.124658	0.185522	radar	6.867	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.73726	0.825821	5.04015	0.109586	0.152947	lidar	0.530074	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
7.99619	0.853641	5.0389	0.116737	0.153132	radar	2.75719	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.24669	0.871826	5.03878	0.117826	0.144613	lidar	0.0343642	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.50536	0.992843	5.06708	0.17171	0.202828	radar	6.48875	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.7531	1.04059	5.06661	0.183626	0.205079	lidar	0.00364308	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.04551	1.08148	5.10242	0.186803	0.194292	radar	8.5372	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.29355	1.10841	5.099	0.185843	0.181038	lidar	0.157119	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.57022	1.19653	5.12735	0.211583	0.199539	radar	5.19978	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.83626	1.29966	5.14416	0.243803	0.226587	lidar	1.92271	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.0902	1.4105	5.14767	0.280129	0.260761	radar	4.35808	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3289	1.47925	5.14203	0.292024	0.259618	lidar	0.185917	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.5691	1.58477	5.13368	0.325387	0.292686	radar	4.13362	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.8118	1.61109	5.12504	0.313395	0.260583	lidar	1.01545	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.0803	1.65293	5.13696	0.304539	0.231429	radar	2.38897	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3547	1.68727	5.14877	0.292464	0.20171	lidar	1.73688	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.5913	1.74812	5.13683	0.299341	0.201442	radar	1.03443	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.8339	1.80525	5.13194	0.300777	0.191163	lidar	0.195659	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.0841	1.89959	5.14265	0.314905	0.192948	radar	1.05297	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3368	1.92451	5.13731	0.298418	0.161268	lidar	0.695065	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.5911	1.97422	5.14178	0.290596	0.138014	radar	0.968812	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.8066	2.09744	5.13333	0.323262	0.169884	lidar	1.55269	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
13.0638	2.20285	5.15309	0.335018	0.166347	radar	3.49575	13.2198	2.6644	13.0075	2.33137	4.64258	2.01701
13.2786	2.33457	5.14618	0.367605	0.196245	lidar	1.26007	13.0875	2.40708	13.2388	2.43409	4.605	2.08981
13.4569	2.52146	5.12282	0.435245	0.278112	radar	10.8623	12.7087	3.12439	13.4682	2.54047	4.56565	2.16317
13.7028	2.62032	5.12927	0.44222	0.269245	lidar	0.492271	13.836	2.62479	13.6955	2.65053	4.52448	2.23703
13.9231	2.74179	5.124	0.464637	0.284029	radar	0.291904	13.8302	2.73893	13.9208	2.7643	4.48147	2.31134
14.1514	2.8778	5.12925	0.487065	0.293391	lidar	0.223457	14.2106	2.94205	14.1439	2.88179	4.43656	2.38601
14.4013	2.96633	5.13867	0.475932	0.252015	radar	1.42467	14.5568	2.87021	14.3646	3.00303	4.38974	2.46099
14.6231	3.04764	5.12578	0.47424	0.236449	lidar	1.29724	14.4616	2.90734	14.583	3.12802	4.34097	2.5362
14.8453	3.20259	5.13622	0.496727	0.241347	radar	3.66024	14.6754	3.96041	14.7989	3.25679	4.29021	2.61157
15.0523	3.37821	5.14118	0.533194	0.269642	lidar	0.60888	15.0261	3.5067	15.0122	3.38932	4.23744	2.68703
15.2607	3.55533	5.14584	0.57175	0.304932	radar	2.52474	15.3685	4.14761	15.2228	3.52563	4.18263	2.76249
15.4707	3.72754	5.15275	0.600207	0.319571	lidar	0.403204	15.5236	3.82936	15.4306	3.66572	4.12575	2.83789
15.6878	3.85112	5.14862	0.606227	0.308793	radar	0.910056	15.7234	3.4105	15.6355	3.80957	4.06678	2.91315
15.9066	3.99339	5.15136	0.617417	0.303477	lidar	0.141426	15.9774	4.00094	15.8375	3.95719	4.00571	2.98817
16.1036	4.16745	5.15014	0.654071	0.342026	radar	1.92327	16.3376	4.21632	16.0363	4.10854	3.94251	3.0629
16.2995	4.35288	5.15607	0.682421	0.354107	lidar	0.294964	16.3313	4.44499	16.2319	4.26363	3.87716	3.13723
16.5132	4.5069	5.16044	0.691202	0.341285	radar	0.672614	16.7586	4.48231	16.4242	4.42242	3.80966	3.21109
16.6973	4.68161	5.15743	0.714677	0.349082	lidar	0.247866	16.6039	4.67344	16.613	4.5849	3.74	3.28438
16.8434	4.90988	5.15224	0.786137	0.44208	radar	5.1019	16.9236	5.10119	16.7983	4.75103	3.66817	3.35704
17.0098	5.12236	5.15702	0.820827	0.455494	lidar	0.269469	16.9955	5.21099	16.9799	4.92077	3.59416	3.42897
17.1807	5.30179	5.15107	0.847628	0.470243	radar	1.89915	17.3421	4.64623	17.1579	5.09409	3.51797	3.50008
17.3458	5.48863	5.14674	0.869744	0.46957	lidar	0.164721	17.2894	5.43542	17.3319	5.27094	3.4396	3.57028
17.5004	5.67465	5.13751	0.901744	0.493858	radar	3.64141	17.6463	4.74597	17.5019	5.45128	3.35907	3.63949
17.6943	5.81818	5.12748	0.899669	0.466788	lidar	1.51539	17.7853	5.62476	17.6679	5.63506	3.27637	3.70762
17.8263	6.04291	5.12682	0.949786	0.515736	radar	1.30733	17.9216	6.07151	17.8297	5.82221	3.19151	3.77458
18.0001	6.2257	5.12525	0.960367	0.49959	lidar	0.601259	18.1263	6.16985	17.9872	6.01269	3.10453	3.84027
18.1429	6.44575	5.12863	0.988026	0.502336	radar	0.447984	18.1245	6.79027	18.1402	6.20641	3.01542	3.90462
18.272	6.66621	5.12767	1.01715	0.506841	lidar	0.0897585	18.2164	6.66138	18.2888	6.40332	2.92421	3.96753
18.3969	6.89307	5.12881	1.04974	0.519612	radar	0.139586	18.4022	7.02231	18.4328	6.60333	2.83093	4.0289
18.5503	7.05703	5.10995	1.05503	0.501893	lidar	2.64345	18.5422	6.76013	18.572	6.80638	2.7356	4.08867
18.6989	7.2674	5.11151	1.06017	0.466643	radar	0.587718	18.8089	7.24388	18.7064	7.01237	2.63825	4.14672
18.8892	7.42106	5.09794	1.04873	0.432994	lidar	3.88934	19.1441	7.18344	18.8359	7.22122	2.53893	4.20299
18.9557	7.66111	5.08948	1.10838	0.498639	radar	4.20791	18.5479	7.4012	18.9604	7.43283	2.43767	4.25737
19.06	7.8904	5.08789	1.13551	0.50129	lidar	0.0720245	19.0138	7.8688	19.0798	7.64712	2.3345	4.3098
19.1768	8.10981	5.08499	1.15045	0.485006	radar	0.64758	19.3089	7.67375	19.1939	7.86397	2.22949	4.36017
19.27	8.32177	5.07206	1.17441	0.487228	lidar	1.53866	19.132	8.12845	19.3028	8.08329	2.12266	4.40842
19.3597	8.54728	5.06562	1.19135	0.468109	radar	2.82198	19.0239	8.17194	19.4062	8.30497	2.01409	4.45445
19.4648	8.72472	5.03806	1.20277	0.460942	lidar	5.27057	19.347	8.30741	19.5042	8.5289	1.90381	4.49819
19.5427	8.95541	5.03315	1.23411	0.479129	radar	1.18896	19.6843	8.35902	19.5966	8.75494	1.7919	4.53956
19.6983	9.13113	5.01629	1.22528	0.448318	lidar	4.73265	20.0039	8.8906	19.6835	8.983	1.67841	4.57848
19.7534	9.37679	5.01552	1.26766	0.484421	radar	0.657062	19.6061	9.48659	19.7645	9.21294	1.56341	4.61488
19.8847	9.57783	5.00626	1.26751	0.460817	lidar	2.72898	20.1574	9.45949	19.8398	9.44463	1.44697	4.64869
19.9074	9.82741	5.00255	1.32405	0.520596	radar	2.26658	19.6163	9.76606	19.9093	9.67795	1.32916	4.67984
20.0034	10.0402	4.99262	1.3343	0.50602	lidar	1.27009	20.1573	9.90876	19.9728	9.91275	1.21005	4.70826
20.053	10.2973	4.99913	1.35291	0.482458	radar	5.77026	19.1911	11.5493	20.0303	10.1489	1.08972	4.73389
20.1172	10.5299	4.99458	1.37166	0.47776	lidar	0.187292	20.166	10.4687	20.0818	10.3863	0.968259	4.75666
20.1158	10.7812	4.99134	1.42443	0.526742	radar	2.51335	19.6775	10.803	20.1271	10.6247	0.845742	4.77652
20.1839	11.0158	4.989	1.43798	0.514205	lidar	1.04181	20.371	11.0109	20.1663	10.864	0.722256	4.7934
20.2059	11.2749	4.99438	1.4604	0.499375	radar	3.97061	19.4335	12.3402	20.1993	11.1041	0.597892	4.80727
20.2512	11.5	4.98337	1.47742	0.493385	lidar	0.803172	20.3164	11.3483	20.2261	11.3449	0.472738	4.81807
20.1741	11.7593	4.98163	1.56356	0.600618	radar	9.54839	19.2063	12.2418	20.2466	11.5861	0.346889	4.82575
20.2426	11.9834	4.97341	1.56907	0.577745	lidar	4.17287	20.6141	11.9422	20.2608	11.8275	0.220439	4.83027
20.2665	12.2249	4.96883	1.56442	0.504876	radar	4.19383	19.966	11.9688	20.2687	12.0692	0.093487	4.83159
20.2734	12.4733	4.96951	1.5868	0.501946	lidar	0.0947618	20.3263	12.4966	20.2701	12.3108	-0.0338694	4.82968
20.2121	12.7171	4.9662	1.65046	0.574563	radar	2.95679	20.0192	12.4823	20.2652	12.5522	-0.161529	4.82451
20.238	12.9469	4.95779	1.66312	0.560469	lidar	2.10809	20.498	12.8924	20.254	12.7933	-0.28939	4.81605
20.2247	13.1848	4.9533	1.68859	0.561487	radar	2.68215	20.9151	12.2555	20.2363	13.0339	-0.417348	4.80428
20.1999	13.404	4.93801	1.71517	0.56292	lidar	1.53625	20.1943	13.1688	20.2122	13.2738	-0.545298	4.78918
20.1536	13.6445	4.9355	1.7404	0.551066	radar	1.25428	19.858	13.5236	20.1818	13.5129	-0.673135	4.77072
20.1407	13.8818	4.9319	1.75785	0.542029	lidar	0.992781	20.3245	13.8896	20.1449	13.7509	-0.800753	4.74892
20.0786	14.1146	4.92818	1.79637	0.565371	radar	1.09841	20.3387	13.5307	20.1017	13.9878	-0.928043	4.72374
20.0354	14.35	4.92525	1.82003	0.561481	lidar	0.223868	20.1216	14.337	20.0521	14.2233	-1.0549	4.69521
19.9567	14.5821	4.92265	1.85139	0.561888	radar	1.32032	19.6717	14.4038	19.9962	14.4573	-1.18121	4.66331
19.8709	14.815	4.92234	1.88418	0.566445	lidar	0.281151	19.781	14.773	19.934	14.6897	-1.30687	4.62805
19.7989	15.0386	4.91469	1.90132	0.539747	radar	3.64364	20.1149	14.0165	19.8655	14.9202	-1.43177	4.58944
19.7607	15.2591	4.90395	1.91572	0.529691	lidar	2.06839	20.0208	15.2053	19.7908	15.1486	-1.55581	4.54751
19.622	15.4689	4.90522	2.00037	0.655978	radar	7.78257	20.0157	15.3443	19.7099	15.3749	-1.67887	4.50226
19.574	15.6725	4.88753	2.01793	0.644624	lidar	3.76666	19.9131	15.554	19.6229	15.5989	-1.80085	4.45372
19.4753	15.8863	4.8821	2.04137	0.626069	radar	1.84825	19.9388	15.0864	19.5298	15.8203	-1.92164	4.40193
19.3779	16.0922	4.87392	2.06918	0.624277	lidar	0.464821	19.4748	16.0098	19.4307	16.039	-2.04114	4.3469
19.2708	16.3078	4.87039	2.08004	0.576517	radar	2.06577	19.1556	16.0022	19.3257	16.2549	-2.15925	4.28868
19.1626	16.4944	4.85438	2.10862	0.579213	lidar	1.54007	19.238	16.2719	19.2148	16.4679	-2.27586	4.22731
19.0386	16.6975	4.85208	2.13802	0.581519	radar	0.515122	19.4007	16.2962	19.0981	16.6777	-2.39087	4.16284
18.9186	16.8938	4.84575	2.16448	0.580162	lidar	0.29028	19.0029	16.8387	18.9757	16.8841	-2.50418	4.0953
18.7611	17.0849	4.85172	2.22671	0.658882	radar	5.94062	18.8373	17.7112	18.8477	17.0872	-2.61571	4.02476
18.6105	17.2851	4.85727	2.25768	0.656029	lidar	0.266582	18.6148	17.3832	18.7142	17.2866	-2.72534	3.95127
18.5048	17.5007	4.85113	2.23468	0.537664	radar	6.52506	18.8177	17.0316	18.5752	17.4822	-2.83299	3.87489
18.3209	17.676	4.85282	2.27226	0.547488	lidar	1.78984	18.1023	17.5529	18.4309	17.674	-2.93858	3.79568
18.1801	17.8705	4.84936	2.2742	0.490279	radar	2.14003	18.2749	17.4877	18.2814	17.8617	-3.042	3.71372
18.0448	18.0528	4.84207	2.29299	0.486036	lidar	0.775918	18.2094	18.0461	18.1268	18.0453	-3.14318	3.62906
17.8628	18.2068	4.83805	2.34055	0.532619	radar	2.37197	18.3021	17.498	17.9671	18.2246	-3.24204	3.5418
17.7178	18.3624	4.822	2.36435	0.532333	lidar	1.53966	17.9018	18.2183	17.8026	18.3994	-3.3385	3.45199
17.5849	18.5532	4.81858	2.36954	0.50058	radar	6.88503	18.8558	18.1364	17.6334	18.5697	-3.43247	3.35973
17.4071	18.7173	4.81889	2.39566	0.50157	lidar	0.0195863	17.3845	18.7039	17.4595	18.7353	-3.5239	3.26509
17.2197	18.8595	4.81425	2.43331	0.525733	radar	2.11152	17.7945	18.0801	17.281	18.8962	-3.61271	3.16817
17.0513	19.0008	4.80224	2.45883	0.526667	lidar	0.805164	17.1762	18.8863	17.0983	19.0521	-3.69883	3.06904
16.8853	19.1761	4.80478	2.4689	0.501215	radar	2.76505	16.9398	19.7311	16.9113	19.203	-3.78221	2.9678
16.6802	19.294	4.79755	2.50413	0.511933	lidar	1.96837	16.5734	19.052	16.7201	19.3488	-3.86278	2.86455
16.4913	19.4477	4.80236	2.5299	0.519668	radar	2.77625	16.1674	20.2201	16.5251	19.4894	-3.9405	2.75938
16.2864	19.5863	4.80659	2.5564	0.51959	lidar	0.104002	16.2338	19.6171	16.3262	19.6246	-4.01531	2.65237
16.0527	19.6634	4.7996	2.61151	0.565453	radar	10.7005	16.4366	18.2742	16.1237	19.7545	-4.08716	2.54364
15.8536	19.7918	4.7997	2.63543	0.561266	lidar	0.315521	15.9243	19.8703	15.9176	19.8789	-4.15602	2.43329
15.66	19.921	4.79319	2.63603	0.500185	radar	3.52151	16.2328	19.2166	15.7082	19.9978	-4.22185	2.32141
15.4479	20.051	4.80028	2.65682	0.495131	lidar	0.500558	15.4332	20.1836	15.4956	20.111	-4.28461	2.2081
15.2445	20.1934	4.80715	2.66562	0.469702	radar	5.55202	14.3677	21.3406	15.2799	20.2185	-4.34427	2.09347
15.049	20.3172	4.80419	2.68147	0.462741	lidar	1.07376	15.2016	20.4385	15.0613	20.3203	-4.4008	1.97763
14.8174	20.3948	4.80295	2.71916	0.485284	radar	2.03101	14.7476	19.9571	14.84	20.4162	-4.4542	1.86068
14.6052	20.5044	4.80406	2.73835	0.48027	lidar	0.41466	14.6665	20.6088	14.6161	20.5063	-4.50443	1.74272
14.3741	20.5882	4.80802	2.77434	0.506184	radar	1.1384	13.841	21.0031	14.3897	20.5904	-4.55149	1.62386
14.1384	20.6621	4.81013	2.80386	0.509974	lidar	0.346881	14.0521	20.5924	14.1611	20.6686	-4.59537	1.50421
13.9065	20.7306	4.81157	2.83985	0.533172	radar	0.326451	13.8232	20.859	13.9304	20.7408	-4.63606	1.38386
13.6542	20.79	4.82012	2.87196	0.537348	lidar	1.08103	13.4686	20.7253	13.6977	20.807	-4.67357	1.26294
13.4115	20.8136	4.81935	2.92966	0.599763	radar	2.2803	13.8263	20.4261	13.4632	20.8671	-4.70789	1.14153
13.1683	20.857	4.82204	2.96156	0.601247	lidar	0.12571	13.1072	20.8294	13.2271	20.9211	-4.73904	1.01975
12.9421	20.9177	4.82091	2.98215	0.589105	radar	1.71793	13.2669	21.1579	12.9895	20.969	-4.76702	0.897694
12.7206	20.9651	4.81482	3.00608	0.584599	lidar	0.895176	12.8729	21.0592	12.7506	21.0108	-4.79186	0.775469
12.4758	21.0038	4.82092	3.03405	0.584816	radar	2.68733	11.5171	21.6724	12.5106	21.0465	-4.81358	0.653175
12.2326	21.0368	4.8252	3.06012	0.581042	lidar	0.173123	12.2062	21.11	12.2695	21.0761	-4.83219	0.530912
11.9982	21.0572	4.82379	3.09099	0.58935	radar	0.885625	12.3859	21.1066	12.0276	21.0996	-4.84773	0.408778
11.7513	21.0409	4.82251	3.12899	0.597979	lidar	1.0146	11.6814	20.8651	11.785	21.117	-4.86022	0.286869
11.5061	21.0223	4.82212	3.16574	0.605957	radar	1.09144	11.5265	20.6748	11.5418	21.1283	-4.86971	0.165281
11.2745	21.0191	4.81779	3.19363	0.604243	lidar	0.285567	11.363	21.0688	11.2982	21.1335	-4.87623	0.0441057
11.0228	20.9726	4.82039	3.23455	0.614714	radar	4.09848	10.5558	20.5567	11.0544	21.1327	-4.87982	-0.076565
10.7943	20.9425	4.81345	3.26652	0.617051	lidar	0.263976	10.8903	20.927	10.8105	21.1259	-4.88053	-0.196643
10.5433	20.947	4.81728	3.26497	0.550911	radar	5.63341	9.30535	21.3896	10.5666	21.1131	-4.8784	-0.31604
10.2881	20.9555	4.83088	3.27809	0.534098	lidar	2.15595	10.189	21.209	10.3229	21.0943	-4.87349	-0.434674
10.0508	20.9413	4.83077	3.29494	0.520292	radar	1.10319	9.97958	21.2932	10.0795	21.0697	-4.86585	-0.552463
9.82979	20.9081	4.82095	3.31895	0.519691	lidar	0.904441	9.99634	20.9797	9.83658	21.0391	-4.85554	-0.669327
9.58736	20.909	4.81874	3.30872	0.450048	radar	2.32692	9.38223	21.111	9.59422	21.0028	-4.84262	-0.785189
9.36954	20.8633	4.80711	3.33287	0.453247	lidar	0.803836	9.53921	20.8762	9.35258	20.9607	-4.82714	-0.899977
9.14141	20.8275	4.80365	3.35317	0.454146	radar	1.62784	9.63392	20.9724	9.11177	20.9128	-4.80919	-1.01362
8.88505	20.786	4.81725	3.37095	0.447598	lidar	0.970027	8.70331	20.8221	8.87192	20.8594	-4.78881	-1.12605
8.66534	20.7037	4.81018	3.40597	0.466646	radar	4.5016	9.84634	20.009	8.63315	20.8003	-4.76608	-1.2372
8.41609	20.6232	4.82152	3.4335	0.469639	lidar	1.55923	8.22277	20.4839	8.39557	20.7358	-4.74108	-1.34701
8.18953	20.5408	4.82171	3.46557	0.486237	radar	0.153446	8.29647	20.4978	8.1593	20.6657	-4.71387	-1.45542
7.95432	20.4621	4.82644	3.48909	0.484908	lidar	0.13355	7.88599	20.45	7.92445	20.5903	-4.68453	-1.56237
7.74073	20.377	4.82363	3.52616	0.517531	radar	3.51602	8.29081	20.6565	7.69111	20.5096	-4.65313	-1.66781
7.47788	20.3093	4.84623	3.5397	0.502264	lidar	2.74023	7.18029	20.392	7.45939	20.4237	-4.61975	-1.7717
7.25331	20.209	4.84755	3.5642	0.498895	radar	0.269786	7.09214	20.1196	7.22939	20.3326	-4.58448	-1.87399
7.00626	20.1253	4.86206	3.57995	0.487643	lidar	1.16103	6.81542	20.1859	7.00119	20.2364	-4.54738	-1.97462
6.78608	20.0338	4.85993	3.59601	0.474067	radar	0.330526	6.89359	20.1536	6.7749	20.1352	-4.50854	-2.07357
6.5449	19.9435	4.87187	3.61033	0.462883	lidar	0.857344	6.38914	20.0137	6.55059	20.0292	-4.46805	-2.17079
6.33181	19.8526	4.8674	3.62754	0.458824	radar	2.47621	6.67637	20.2142	6.32834	19.9183	-4.42598	-2.26625
6.08362	19.7595	4.88407	3.63802	0.443937	lidar	1.5959	5.86119	19.8306	6.10823	19.8027	-4.38241	-2.35993
5.87523	19.6054	4.89266	3.68594	0.49034	radar	2.54432	5.28178	19.5036	5.89034	19.6824	-4.33744	-2.45178
5.66636	19.4884	4.8912	3.70628	0.486166	lidar	0.230223	5.69089	19.5755	5.67472	19.5577	-4.29114	-2.5418
5.47446	19.3329	4.88948	3.74291	0.503789	radar	1.40171	5.9506	18.9859	5.46145	19.4284	-4.24359	-2.62995
5.25032	19.2291	4.89559	3.75192	0.486101	lidar	1.51219	5.17021	19.4397	5.25059	19.2948	-4.19488	-2.71622
5.04977	19.1224	4.88368	3.75337	0.44659	radar	4.12831	5.87397	19.301	5.04219	19.157	-4.1451	-2.80059
4.85683	18.9785	4.88116	3.7772	0.448472	lidar	0.0346805	4.89149	18.982	4.8363	19.015	-4.09432	-2.88305
4.65677	18.8291	4.88783	3.80615	0.465081	radar	1.77603	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
4.45886	18.6963	4.88668	3.82159	0.456888	lidar	0.543029	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
4.26655	18.5563	4.88016	3.82839	0.42502	radar	1.22211	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
4.10145	18.4006	4.86813	3.85408	0.431103	lidar	0.900655	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
3.93118	18.2294	4.87509	3.90446	0.495688	radar	7.17432	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
3.70787	18.088	4.89216	3.90896	0.471963	lidar	2.06658	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
3.53234	17.9385	4.88023	3.91353	0.43506	radar	3.11085	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
3.32478	17.7772	4.89458	3.9235	0.420647	lidar	1.18082	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
3.15803	17.5947	4.9014	3.96212	0.4593	radar	2.7008	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
2.96355	17.4642	4.89831	3.96275	0.435472	lidar	3.54842	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
2.84024	17.2419	4.90097	4.0244	0.503194	radar	2.8265	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
2.66361	17.0623	4.90815	4.0399	0.491893	lidar	0.38449	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
2.48793	16.8977	4.90056	4.03323	0.435255	radar	2.06644	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
2.31496	16.7249	4.90285	4.04349	0.422297	lidar	0.473254	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
2.13882	16.5302	4.91007	4.04626	0.3858	radar	5.24018	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1.98486	16.3158	4.92042	4.06958	0.389122	lidar	1.44938	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1.81509	16.1426	4.91597	4.06535	0.3497	radar	0.908809	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1.62105	15.9734	4.92492	4.06075	0.324368	lidar	1.35186	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1.51494	15.7374	4.9314	4.11597	0.389287	radar	2.19781	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1.34891	15.5319	4.94432	4.12619	0.377985	lidar	1.07192	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1.19058	15.3426	4.94511	4.13074	0.358699	radar	1.05135	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1.00144	15.1398	4.96584	4.12956	0.335734	lidar	2.75	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
0.84625	14.9593	4.95681	4.12332	0.297376	radar	1.67229	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
0.717867	14.7462	4.95672	4.14217	0.301762	lidar	0.0626869	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
0.626964	14.5004	4.96365	4.19268	0.35898	radar	2.16245	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
0.462062	14.2887	4.97858	4.19501	0.340633	lidar	1.49086	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
0.369968	14.0389	4.9933	4.24995	0.410567	radar	4.46076	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
0.305608	13.7926	4.98751	4.29055	0.433257	lidar	1.10612	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
0.219824	13.5522	4.99516	4.33082	0.469068	radar	1.62495	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
0.0663312	13.3315	5.01118	4.32857	0.438058	lidar	2.09267	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
-0.0542201	13.1131	5.0098	4.33052	0.406977	radar	0.797832	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
-0.106836	12.876	4.99961	4.36644	0.426211	lidar	0.799753	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
-0.240403	12.6511	5.00314	4.35519	0.373934	radar	3.78236	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
-0.356425	12.4182	5.01135	4.36112	0.358015	lidar	0.525766	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
-0.501791	12.2131	5.00894	4.34313	0.308316	radar	3.43318	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
-0.591025	11.9842	5.0065	4.35747	0.307341	lidar	0.0822868	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
-0.731491	11.7601	5.01363	4.34465	0.268766	radar	2.80002	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
-0.89304	11.5288	5.03196	4.32796	0.232371	lidar	2.87087	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
-1.009	11.298	5.0301	4.31616	0.187367	radar	2.86208	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
-1.16563	11.0744	5.04188	4.30023	0.158067	lidar	1.65533	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
