time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461400000	-24.0291	-6.88569	4.75792	2.41485	-0.485581	lidar	0.0168297	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.2296	-6.57082	4.82577	2.35604	-0.509306	radar	1.15952	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3964	-6.39851	4.82486	2.33071	-0.50923	lidar	0.00230737	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5511	-6.33939	4.63545	2.31721	-0.511259	radar	4.2763	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.7037	-6.17125	4.6309	2.29235	-0.510881	lidar	0.0261357	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.8219	-5.9921	4.5665	2.25932	-0.51865	radar	0.671768	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9635	-5.81443	4.56586	2.23353	-0.518567	lidar	0.00492347	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0926	-5.52964	4.64548	2.18854	-0.528913	radar	1.51283	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2226	-5.34221	4.64151	2.1627	-0.528591	lidar	0.0103252	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3741	-5.22388	4.66172	2.16121	-0.506777	radar	1.15721	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5002	-5.02918	4.66097	2.136	-0.506711	lidar	0.00116173	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.5583	-5.17742	4.38083	2.16949	-0.46624	radar	5.75141	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.6787	-4.99351	4.38219	2.146	-0.46633	lidar	0.0010163	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.808	-4.73692	4.48074	2.1155	-0.468069	radar	0.290151	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9214	-4.53996	4.48474	2.0916	-0.468338	lidar	0.00852196	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0714	-4.31941	4.37912	2.05044	-0.496308	radar	11.3107	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1698	-4.11774	4.38544	2.02485	-0.496727	lidar	0.0221297	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2564	-3.85882	4.3102	1.97039	-0.532012	radar	4.12561	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.3368	-3.65399	4.31544	1.94312	-0.532373	lidar	0.0314103	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3813	-3.32142	4.35507	1.87803	-0.569036	radar	2.25067	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.4433	-3.11012	4.35802	1.84921	-0.569228	lidar	0.0140647	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4835	-2.97528	4.25962	1.82176	-0.574729	radar	0.615069	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.5328	-2.76769	4.26036	1.79299	-0.574743	lidar	0.00231509	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5966	-2.42484	4.42001	1.75691	-0.573733	radar	1.01129	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.6337	-2.2067	4.4206	1.72818	-0.573749	lidar	0.000265409	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.65	-1.90326	4.51048	1.69688	-0.566385	radar	2.50476	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6745	-1.67742	4.51253	1.66838	-0.566463	lidar	0.00716011	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6519	-1.54234	4.39984	1.62807	-0.58652	radar	1.78275	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6608	-1.32025	4.40267	1.59857	-0.586576	lidar	0.00396248	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.712	-1.20025	4.30386	1.58497	-0.579	radar	3.56886	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.7118	-0.97981	4.31015	1.55575	-0.579056	lidar	0.0167133	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.7139	-0.586871	4.54485	1.5099	-0.596068	radar	2.363	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6964	-0.354654	4.55156	1.47982	-0.596114	lidar	0.0258554	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.686	-0.0954752	4.61707	1.44601	-0.604061	radar	2.09622	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.6536	0.140376	4.62561	1.41561	-0.604025	lidar	0.0215573	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.6523	0.317194	4.52793	1.40149	-0.586775	radar	1.89532	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.6109	0.549985	4.5395	1.37203	-0.586624	lidar	0.0311395	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5444	1.14567	4.84172	1.35357	-0.552999	radar	9.70536	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.489	1.38202	4.84259	1.3259	-0.552994	lidar	0.00109189	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.4794	1.10948	4.24066	1.31353	-0.543611	radar	6.59553	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.4225	1.32194	4.24954	1.28637	-0.543434	lidar	0.0255458	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.3561	1.58993	4.32044	1.25956	-0.542104	radar	0.115523	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.287	1.80093	4.32719	1.23254	-0.541937	lidar	0.0167951	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.2241	2.03072	4.25164	1.21741	-0.522725	radar	1.46681	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.1476	2.23815	4.26118	1.19146	-0.522446	lidar	0.0373023	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-26.0612	2.56901	4.49519	1.1627	-0.531505	radar	2.33099	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.9687	2.78387	4.50555	1.13641	-0.531162	lidar	0.0476734	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.8982	3.12431	4.6241	1.12417	-0.518656	radar	2.26467	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.7956	3.33616	4.629	1.0984	-0.518483	lidar	0.0119368	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.6823	3.4627	4.55169	1.06586	-0.523798	radar	0.477218	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5698	3.66499	4.55641	1.03992	-0.523584	lidar	0.0161785	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.4504	3.83809	4.5084	1.01335	-0.521827	radar	0.208744	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.328	4.03548	4.51658	0.987634	-0.521494	lidar	0.0378537	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.1347	4.24064	4.45298	0.957518	-0.51458	radar	9.32726	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-25.004	4.42745	4.45954	0.932201	-0.514248	lidar	0.0236849	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8207	4.6782	4.52133	0.907054	-0.510224	radar	2.27697	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6786	4.86171	4.52872	0.882036	-0.509832	lidar	0.0305967	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.497	5.08705	4.70462	0.850862	-0.519401	radar	0.745738	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.3392	5.26726	4.70999	0.825279	-0.519099	lidar	0.0189331	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.2133	5.30856	4.65416	0.784886	-0.535038	radar	1.80739	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-24.0459	5.47748	4.66073	0.758695	-0.534621	lidar	0.0263977	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.8804	5.76834	4.50081	0.760288	-0.501767	radar	4.84081	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.7152	5.92649	4.50559	0.73567	-0.501425	lidar	0.0154777	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.5739	6.15326	4.46764	0.728945	-0.485432	radar	1.56483	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.4041	6.3083	4.47572	0.705482	-0.484848	lidar	0.0518901	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.2109	6.32462	4.36499	0.660101	-0.497037	radar	4.37028	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-23.0353	6.46489	4.37326	0.636159	-0.496398	lidar	0.0529347	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.7902	6.64715	4.56195	0.608099	-0.501003	radar	1.86671	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.6004	6.78204	4.56817	0.583854	-0.50045	lidar	0.0329274	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.3094	7.10128	4.99614	0.571757	-0.499255	radar	3.43485	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0974	7.23917	5.00058	0.547462	-0.498807	lidar	0.0243451	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.843	7.71966	5.08426	0.59001	-0.444949	radar	7.46161	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6309	7.86013	5.08505	0.567882	-0.444871	lidar	0.00074519	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4729	7.96517	4.96833	0.550664	-0.439268	radar	1.54907	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2612	8.09132	4.9663	0.528371	-0.439472	lidar	0.0109484	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-20.9868	8.46856	5.01458	0.556682	-0.398079	radar	4.36836	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.7745	8.59766	5.01236	0.536531	-0.398239	lidar	0.00945662	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.4544	8.84039	5.315	0.518057	-0.40456	radar	3.31338	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.2242	8.96755	5.31202	0.497417	-0.40481	lidar	0.00871911	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.0407	9.08145	5.11314	0.490708	-0.387506	radar	1.62652	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.8169	9.19628	5.10821	0.470739	-0.387863	lidar	0.0189808	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.6672	9.21651	4.83674	0.448403	-0.382628	radar	1.70742	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.4506	9.31654	4.83277	0.428752	-0.382937	lidar	0.0138846	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.1058	9.59937	5.15526	0.431109	-0.372834	radar	2.66012	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.873	9.70167	5.1511	0.411835	-0.37321	lidar	0.0332612	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7492	9.60614	4.95174	0.361274	-0.395317	radar	2.60173	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5181	9.69056	4.95007	0.34125	-0.395468	lidar	0.00649158	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2899	9.56409	5.04218	0.274389	-0.432015	radar	7.01795	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-18.046	9.63253	5.04461	0.253086	-0.431827	lidar	0.00924503	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7488	9.77936	4.95233	0.250499	-0.413121	radar	3.43479	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.5083	9.84006	4.95356	0.230007	-0.413015	lidar	0.00321878	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2348	9.96232	5.02027	0.221261	-0.405643	radar	0.27335	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9892	10.0171	5.02179	0.201226	-0.405485	lidar	0.00299511	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.7266	10.0857	5.01042	0.185871	-0.400763	radar	0.209154	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.48	10.1315	5.01153	0.166055	-0.400623	lidar	0.00366626	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1932	10.2608	5.06486	0.164321	-0.388191	radar	0.536061	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9444	10.2996	5.06375	0.144708	-0.388322	lidar	0.00191599	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7059	10.3616	4.95049	0.135958	-0.377437	radar	0.557233	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4621	10.3919	4.94859	0.116732	-0.377664	lidar	0.00585619	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.0278	10.5616	5.37685	0.118984	-0.369074	radar	6.10022	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.7623	10.5904	5.3752	0.100238	-0.369265	lidar	0.00496366	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6165	10.469	4.90783	0.066794	-0.365915	radar	7.65081	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.3732	10.4823	4.906	0.0481366	-0.366144	lidar	0.00772297	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.0944	10.5153	4.93949	0.0351138	-0.362097	radar	0.358872	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8465	10.5251	4.94209	0.0175657	-0.361742	lidar	0.0192925	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5804	10.6127	4.75734	0.0258882	-0.3377	radar	2.37865	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3434	10.6173	4.75693	0.00891185	-0.337759	lidar	0.000497499	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.0639	10.6643	4.83686	0.0022241	-0.331764	radar	0.214792	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.822	10.6649	4.83793	-0.0140593	-0.331572	lidar	0.015349	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.4986	10.8088	4.8515	0.00937104	-0.302061	radar	2.02695	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.2577	10.8088	4.84995	-0.00606286	-0.302276	lidar	0.00590624	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0009	10.853	4.77039	-0.00464497	-0.287446	radar	0.570235	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.763	10.8514	4.77041	-0.0189431	-0.287403	lidar	0.0081432	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.4274	10.9183	4.8605	-0.0115323	-0.271265	radar	1.87223	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.1859	10.914	4.85921	-0.0252912	-0.271395	lidar	0.00814193	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0282	10.7361	5.05143	-0.0997694	-0.324436	radar	6.28349	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.777	10.7102	5.05227	-0.115872	-0.324357	lidar	0.00354391	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5472	10.7074	4.94281	-0.123579	-0.316498	radar	0.683634	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3025	10.6762	4.94305	-0.139301	-0.316436	lidar	0.00576833	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0244	10.8012	4.62863	-0.102947	-0.271342	radar	7.62108	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.79408	10.7777	4.6297	-0.116235	-0.271164	lidar	0.0119908	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.71834	10.6401	4.37744	-0.162149	-0.291	radar	2.40243	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.50105	10.6059	4.38001	-0.176146	-0.29064	lidar	0.0247645	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.3049	10.5452	4.25214	-0.194099	-0.289978	radar	0.878609	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-9.09435	10.5059	4.25542	-0.207846	-0.289483	lidar	0.0460376	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.92232	10.4025	4.13326	-0.236734	-0.296536	radar	1.81442	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.72099	10.3544	4.13457	-0.251221	-0.296312	lidar	0.011391	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.36415	10.4896	4.16759	-0.203934	-0.251974	radar	5.9047	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-8.15719	10.4496	4.17165	-0.215548	-0.251309	lidar	0.0792892	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.8051	10.5261	4.18207	-0.177363	-0.211575	radar	4.05015	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.59758	10.4905	4.18477	-0.187323	-0.211158	lidar	0.0335077	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.3536	10.5806	4.01836	-0.149488	-0.17132	radar	4.65318	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-015
