time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452450000	4.87038	18.7304	4.72144	3.86422	0.498951	radar	3.56319	3.98679	19.0452	4.63297	18.8689	-4.04263	-2.96359
1477010452500000	4.69286	18.5739	4.72308	3.88866	0.498618	lidar	0.0131887	4.4685	18.834	4.43224	18.7188	-3.99012	-3.0422
1477010452550000	4.5566	18.4345	4.54071	3.91138	0.493953	radar	0.813239	4.69245	18.4634	4.23416	18.5648	-3.93685	-3.11888
1477010452600000	4.39399	18.276	4.54168	3.93575	0.493744	lidar	0.00661421	4.26269	18.481	4.03876	18.4071	-3.88293	-3.19362
1477010452650000	4.03016	18.1734	4.96693	3.92047	0.474169	radar	7.89686	3.42434	18.8357	3.84606	18.2457	-3.82841	-3.26644
1477010452700000	3.85199	17.9987	4.96937	3.94343	0.473688	lidar	0.0204563	3.45919	18.167	3.65611	18.0807	-3.77339	-3.33732
1477010452750000	3.80021	17.8476	4.65538	3.97651	0.47496	radar	2.77119	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.64164	17.6751	4.65856	3.99936	0.474384	lidar	0.0304916	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.28806	17.5411	4.9577	3.98157	0.45106	radar	3.45455	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	3.12255	17.3565	4.95891	4.00361	0.450739	lidar	0.0269834	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	3.03813	17.1301	5.04748	4.0499	0.468919	radar	0.849981	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.88233	16.931	5.04943	4.07273	0.468529	lidar	0.0147309	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.69914	16.7903	4.74706	4.07515	0.450175	radar	2.95558	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.55732	16.5995	4.74874	4.09706	0.449799	lidar	0.0164262	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.23498	16.4114	4.75047	4.07857	0.420584	radar	4.91468	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	2.09479	16.2195	4.75151	4.0993	0.420393	lidar	0.0061505	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.90109	16.0664	4.68697	4.10058	0.406637	radar	0.837496	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.76585	15.8746	4.68851	4.12033	0.406272	lidar	0.0162946	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.63314	15.6358	4.93262	4.15031	0.416276	radar	1.59978	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.5015	15.4269	4.93414	4.17062	0.415956	lidar	0.0112819	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.23546	15.267	4.93045	4.15286	0.390684	radar	1.98186	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	1.10397	15.0579	4.9322	4.17181	0.390313	lidar	0.0165391	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.979583	14.9034	4.74659	4.1811	0.381452	radar	1.95062	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.86029	14.6985	4.74714	4.19998	0.381332	lidar	0.00169586	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.742449	14.4411	4.96602	4.22752	0.389454	radar	1.58947	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.626341	14.2212	4.96762	4.24645	0.389101	lidar	0.0155835	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.369955	13.97	5.30822	4.23876	0.375101	radar	2.72443	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.252176	13.7334	5.30742	4.25782	0.3753	lidar	0.00504446	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.117124	13.4967	5.4009	4.27377	0.375485	radar	0.467493	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	0.00338963	13.252	5.40165	4.29227	0.375306	lidar	0.00431976	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.159596	13.049	5.20972	4.28927	0.357405	radar	1.53335	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.262974	12.8114	5.20842	4.30754	0.357675	lidar	0.0122485	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.460868	12.5778	5.09399	4.29719	0.335126	radar	2.08651	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.56145	12.3447	5.09366	4.31406	0.335199	lidar	0.000845107	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.747461	12.1566	5.05968	4.3038	0.316802	radar	2.3088	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.845076	11.9245	5.05863	4.31996	0.317017	lidar	0.00913882	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-1.03678	11.6872	5.1076	4.3112	0.299827	radar	0.642412	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-1.13517	11.452	5.10778	4.32615	0.299797	lidar	0.000467921	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.14389	11.2222	4.86331	4.35701	0.305997	radar	2.6446	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22775	10.9942	4.86382	4.37213	0.305875	lidar	0.00330089	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.30034	10.7531	5.04063	4.39369	0.313408	radar	1.18758	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.37823	10.5136	5.04111	4.40923	0.313317	lidar	0.00255014	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.50067	10.2326	5.18773	4.41589	0.307789	radar	0.922054	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.57489	9.98478	5.18755	4.43125	0.307774	lidar	0.00730982	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.62976	9.78073	4.99608	4.44506	0.304456	radar	1.12804	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.69427	9.54004	4.99597	4.46025	0.304443	lidar	0.00351921	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.90713	9.27953	5.16387	4.43528	0.276545	radar	2.41882	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.9763	9.03099	5.16411	4.44912	0.276549	lidar	0.0077202	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.01563	8.84229	4.94507	4.46348	0.274429	radar	1.91071	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.07552	8.60264	4.94542	4.47711	0.274362	lidar	0.00156509	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.30742	8.32058	5.08084	4.44112	0.236875	radar	3.11109	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.37385	8.0761	5.08035	4.45309	0.236972	lidar	0.00334598	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.355	7.92561	4.87266	4.48434	0.251654	radar	5.1572	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.40941	7.68822	4.87326	4.49677	0.251545	lidar	0.00472064	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.6693	7.43376	4.81942	4.44161	0.195863	radar	6.41662	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.73312	7.20152	4.81979	4.45134	0.195814	lidar	0.00258272	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.7667	6.99055	4.84155	4.47198	0.206655	radar	0.800751	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.82322	6.75573	4.84117	4.48237	0.206704	lidar	0.00207504	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.81972	6.55731	4.52988	4.50079	0.2065	radar	3.38274	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.86659	6.33586	4.53016	4.51108	0.206472	lidar	0.00139057	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.08396	6.05468	4.76355	4.46932	0.166387	radar	4.90866	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.1408	5.82328	4.76417	4.47759	0.166335	lidar	0.00965626	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.27428	5.54519	4.71445	4.45197	0.131848	radar	3.62845	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.33475	5.31728	4.71508	4.4585	0.131787	lidar	0.00602798	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.41876	5.05645	4.80411	4.45862	0.127011	radar	0.342471	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.47904	4.82363	4.80524	4.46485	0.126907	lidar	0.0152873	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.63152	4.5264	4.80686	4.42889	0.0822022	radar	4.98339	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.69903	4.29543	4.80809	4.43287	0.0820901	lidar	0.0171186	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.8341	4.03358	4.93666	4.41636	0.0655455	radar	1.29009	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.90595	3.7976	4.93672	4.41964	0.0655481	lidar	0.000305526	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.0352	3.61267	4.80231	4.39134	0.0307817	radar	3.735	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.11108	3.38479	4.80284	4.39287	0.0307662	lidar	0.003212	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.28312	3.06189	5.04245	4.3585	-0.00787033	radar	3.42082	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37068	2.82528	5.04315	4.35812	-0.00786673	lidar	0.00864705	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.47445	2.5349	5.17445	4.35468	-0.0115611	radar	0.68945	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.56524	2.29249	5.17512	4.3541	-0.0115586	lidar	0.00472163	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.68527	2.02371	5.26348	4.32792	-0.0499793	radar	5.23188	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.78436	1.77969	5.26432	4.32543	-0.0499643	lidar	0.00747639	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.93736	1.47595	5.50241	4.30727	-0.0694605	radar	1.39633	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-5.04579	1.22345	5.50178	4.30385	-0.0694435	lidar	0.0163322	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.12538	1.03383	5.30379	4.30089	-0.0697368	radar	0.99975	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.23137	0.791051	5.30334	4.29745	-0.0697212	lidar	0.0158892	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.2976	0.418752	5.5645	4.31751	-0.0492625	radar	5.71058	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.40449	0.162228	5.56404	4.31507	-0.0492659	lidar	0.00981184	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.52449	-0.0401258	5.32994	4.31418	-0.0376363	radar	5.27061	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.62745	-0.285559	5.32955	4.31233	-0.037634	lidar	0.0125312	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.74887	-0.388775	5.08446	4.28103	-0.0702867	radar	3.23726	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.85534	-0.619211	5.08401	4.27746	-0.0703447	lidar	0.00334649	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.93525	-0.872716	5.29475	4.27085	-0.084036	radar	6.95733	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-6.04842	-1.112	5.29504	4.26673	-0.0839661	lidar	0.00594782	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.09701	-1.42964	5.37845	4.28873	-0.0602278	radar	3.51738	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.20778	-1.6743	5.37812	4.28565	-0.0602922	lidar	0.00349447	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.33968	-1.92735	5.6461	4.26929	-0.0806695	radar	3.67951	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.46083	-2.18201	5.64598	4.26526	-0.0806681	lidar	0.00184882	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.63864	-2.34172	5.44887	4.23533	-0.10313	radar	3.43738	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.76414	-2.58313	5.4486	4.23012	-0.103188	lidar	0.00219055	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.93392	-2.7818	5.4355	4.20752	-0.119763	radar	1.129	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-7.06546	-3.01937	5.43563	4.20163	-0.119679	lidar	0.00856169	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.18379	-3.23928	5.319	4.19715	-0.117436	radar	0.315419	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.31505	-3.46995	5.31859	4.19124	-0.117482	lidar	0.00888319	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.46485	-3.75498	5.37337	4.19572	-0.10517	radar	2.68332	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.59793	-3.98731	5.37244	4.19027	-0.105367	lidar	0.028725	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.72909	-4.1691	5.34365	4.17311	-0.118282	radar	1.71399	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.86671	-4.39764	5.34347	4.16714	-0.118333	lidar	0.0011303	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-8.01666	-4.60992	5.31298	4.15619	-0.122593	radar	0.0958718	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.15738	-4.83485	5.31291	4.15002	-0.122631	lidar	0.000657951	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.30641	-5.00808	5.07169	4.1355	-0.128054	radar	1.49449	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.44498	-5.21988	5.07149	4.12908	-0.128077	lidar	0.0027777	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.61008	-5.30567	4.87298	4.09198	-0.155391	radar	3.90303	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.75238	-5.50313	4.873	4.08415	-0.15544	lidar	0.00295697	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.92064	-5.69906	4.94743	4.07075	-0.160366	radar	0.304615	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.06916	-5.89631	4.94728	4.06269	-0.160405	lidar	0.00111411	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.2039	-5.98402	4.77268	4.03468	-0.17834	radar	5.50797	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.35423	-6.16835	4.77215	4.02556	-0.178518	lidar	0.0134634	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.54725	-6.35499	4.85836	4.00888	-0.184618	radar	0.973844	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.70474	-6.53945	4.85838	3.99971	-0.184574	lidar	0.000744677	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.99892	-6.64841	5.03567	3.94742	-0.219362	radar	6.30691	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.174	-6.82887	5.03568	3.93643	-0.21938	lidar	0.000288026	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3534	-6.97192	5.0677	3.91684	-0.226934	radar	1.06628	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5352	-7.14815	5.06793	3.90548	-0.226944	lidar	0.00798988	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.7687	-7.24026	5.08174	3.86692	-0.248654	radar	1.58986	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-10.9598	-7.40755	5.08201	3.85447	-0.248668	lidar	0.01057	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1349	-7.54128	4.99311	3.83843	-0.25182	radar	0.733251	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3265	-7.70034	4.993	3.82597	-0.251721	lidar	0.00610343	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5235	-7.79473	4.92869	3.79927	-0.262916	radar	1.28768	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.7188	-7.94375	4.92848	3.78613	-0.262909	lidar	0.00576019	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.9113	-8.03638	4.71109	3.76165	-0.271674	radar	1.17095	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.1036	-8.17145	4.71102	3.74799	-0.27173	lidar	0.000791201	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3534	-8.2805	4.99063	3.72092	-0.281268	radar	2.32546	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5626	-8.41507	4.99043	3.7068	-0.281316	lidar	0.0048439	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7642	-8.46944	4.72573	3.67581	-0.294511	radar	2.0652	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-12.9687	-8.5876	4.72602	3.6609	-0.294639	lidar	0.0119507	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2735	-8.65671	4.91079	3.62157	-0.31125	radar	2.9688	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.4918	-8.76756	4.91064	3.60587	-0.311353	lidar	0.00538591	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.7052	-8.75611	4.61153	3.56167	-0.3335	radar	3.85307	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9159	-8.84853	4.61163	3.54511	-0.333418	lidar	0.00302462	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.2011	-8.92975	4.92601	3.52001	-0.337154	radar	2.6443	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.4299	-9.01922	4.92598	3.50337	-0.337	lidar	0.00316103	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.6323	-9.13041	4.81419	3.49476	-0.332151	radar	0.482296	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.8592	-9.21019	4.81454	3.47775	-0.332423	lidar	0.00768214	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.1354	-9.32648	4.85967	3.464	-0.329905	radar	4.45913	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.3663	-9.40126	4.86001	3.44748	-0.329919	lidar	0.0132149	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.6238	-9.4235	4.68954	3.41381	-0.342968	radar	1.79071	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.8499	-9.4842	4.68982	3.39662	-0.342992	lidar	0.00765772	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.161	-9.41235	4.69281	3.3393	-0.370049	radar	2.10655	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.3912	-9.45537	4.69296	3.32064	-0.370156	lidar	0.000921998	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.5495	-9.49013	4.58128	3.30732	-0.367938	radar	3.8204	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.7763	-9.52396	4.58209	3.28847	-0.368233	lidar	0.0136421	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-16.9689	-9.76778	4.71646	3.32682	-0.329087	radar	7.17809	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.2019	-9.80646	4.71761	3.30966	-0.329539	lidar	0.0191417	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.5179	-9.74316	4.67975	3.25998	-0.351905	radar	3.22637	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.7514	-9.76548	4.68092	3.24158	-0.35242	lidar	0.0186085	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.0295	-9.66998	4.59706	3.18963	-0.376189	radar	1.43753	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.2588	-9.67789	4.59727	3.17068	-0.376278	lidar	0.000550603	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.4725	-9.68868	4.68232	3.15759	-0.370854	radar	1.07312	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.7071	-9.68779	4.68342	3.1385	-0.371199	lidar	0.0101706	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-18.9404	-9.59628	4.7359	3.10052	-0.382479	radar	3.25306	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.178	-9.5799	4.73776	3.08035	-0.383125	lidar	0.0275735	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.4554	-9.40983	4.61879	3.01645	-0.414785	radar	2.25611	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.6852	-9.3744	4.62084	2.99473	-0.41539	lidar	0.0228309	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.0207	-9.05467	4.72479	2.90028	-0.461395	radar	6.11815	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2464	-9.00013	4.72195	2.8785	-0.460612	lidar	0.0407042	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.454	-9.07623	4.74381	2.89341	-0.434881	radar	2.16254	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.6826	-9.01417	4.74424	2.87148	-0.43499	lidar	0.00115318	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9882	-8.84825	4.79532	2.82252	-0.452534	radar	2.72356	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.2133	-8.77127	4.79422	2.80022	-0.452345	lidar	0.00490348	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.4783	-8.65296	4.7781	2.76563	-0.46173	radar	1.72934	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.697	-8.56558	4.77545	2.74335	-0.461261	lidar	0.0147626	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.9281	-8.25737	4.65728	2.65942	-0.505951	radar	4.54082	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-22.1302	-8.15081	4.65375	2.63513	-0.505362	lidar	0.0223769	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.337	-8.01939	4.79725	2.61562	-0.495335	radar	1.70671	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.5405	-7.90027	4.79384	2.5918	-0.494793	lidar	0.0231906	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.6759	-7.91564	4.64094	2.59538	-0.479711	radar	1.46712	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8723	-7.79061	4.64239	2.57108	-0.479893	lidar	0.00301958	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0476	-7.73987	4.41397	2.55257	-0.484831	radar	3.74179	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2292	-7.61321	4.41536	2.52808	-0.484969	lidar	0.00713546	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.4476	-7.42057	4.64016	2.5018	-0.478776	radar	1.58782	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6304	-7.28053	4.63905	2.47808	-0.47865	lidar	0.00162224	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8519	-7.0377	4.7621	2.43829	-0.486064	radar	0.63386	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
